turns,victory_status,winner,moves
57,mate,white, d2d4 d7d5 c1f4 e7e6 e2e3 g8f6 c2c3 c7c5 b1d2 b8c6 f1d3 f8e7 g1f3 e8g8 h2h3 f8e8 e1g1 c5c4 d3c2 e7d6 f3e5 d8c7 d2f3 f6e4 f4h2 f7f6 e5g4 d6h2 g4h2 c8d7 f3d2 e4g5 d1h5 h7h6 h2f3 g5f3 d2f3 c6e7 f3h4 a8b8 h4g6 e7f5 g2g4 f5e3 c2b1 e3f1 g1f1 b7b5 g6h4 e8e7 h5g6 d7e8 g6h7 g8f8 h7h8 f8f7 b1g6
58,draw,draw, e2e4 g8f6 b1c3 c7c5 f1c4 e7e6 d2d3 d8a5 c1d2 a5b6 f2f4 d7d5 e4d5 e6d5 c3d5 f6d5 c4d5 b6b2 g1f3 b2f6 e1g1 f8d6 f1e1 c8e6 f3e5 f6e7 e5c4 e8g8 f4f5 e7h4 f5e6 d6h2 g1f1 f7e6 d5f3 b8c6 d1e2 c6d4 e2e4 h4e4 e1e4 d4c2 a1c1 c2d4 d2e3 d4f3 g2f3 f8f3 f1e2 a8f8 e3c5 f3g3 c1f1 g3g2 f1f2 f8f2 c5f2 h2g3
72,mate,black, e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 g2g4 f5g6 h2h4 h7h6 g4g5 h6g5 c1g5 d8b6 g5c1 e7e6 g1f3 c6c5 c2c3 b8c6 b1a3 c5d4 f1b5 d4c3 b2c3 f8a3 b5c6 b6c6 d1b3 a3c1 a1c1 g8e7 f3d4 c6c7 d4b5 c7e5 e1f1 e5f4 b3b2 g6e4 h1h3 f4g4 h3g3 g4h4 c3c4 e7f5 g3c3 h4h1 f1e2 f5d4 b5d4 h1h5 f2f3 h5h2 e2e3 h2b2 c1c2 e4c2 c3c2 b2b6 e3d3 a8c8 a2a4 h8h4 d4b5 a7a6 b5a3 b6d4 d3e2 h4h2 e2f1 d4d1
74,mate,black, e2e4 c7c6 f1c4 d7d5 c4e2 d5e4 e2f1 c8f5 f2f3 h7h6 f3e4 f5e4 d1e2 g8f6 d2d3 e4g6 e2e3 b8d7 g1f3 e7e6 f3e5 d7e5 e3e5 f8e7 b1c3 e8g8 c1e3 f6g4 e5g3 g4e3 g3e3 e7g5 e3g3 g5h4 a1d1 h4g3 h2g3 d8d6 h1h4 d6g3 e1e2 g3h4 c3e4 g6h5 e2e3 h5d1 e3d2 d1h5 g2g3 h4h2 f1e2 h2e2 d2c3 e2e1 e4d2 e1g3 b2b4 g3e5 d3d4 e5e3 c3c4 b7b5 c4c5 e3c3 c5d6 c3d4 d6c6 a8c8 c6b5 h5e2 d2c4 d4c4 b5a5 c4b5
76,mate,black, e2e4 c7c6 c2c3 d7d5 f1d3 d5e4 d3c2 g8f6 d2d4 c8f5 g1e2 e7e6 c1f4 f8e7 b1d2 e8g8 h2h3 c6c5 g2g4 f5g6 h3h4 h7h6 g4g5 f6g4 g5h6 g4h6 f4h6 g7h6 h4h5 g6h7 e2g3 c5d4 h1g1 g8h8 d1e2 d4d3 c2d3 e4d3 e2e5 e7f6 e5e3 b8d7 g3e4 f6e7 e1c1 d8a5 e3h6 f8g8 g1e1 a8c8 d2b1 e7g5 e4g5 g8g5 d1d3 a5a2 d3d7 a2b1 c1d2 b1c2 d2e3 g5e5 e3f3 e5f5 f3g4 c8c4 d7d4 c4d4 c3d4 c2f2 h6f8 h7g8 f8d6 f2f3 g4h4 f5h5
32,mate,black, h2h3 e7e5 f2f3 d7d5 a2a3 g8f6 h3h4 h7h6 h1h3 c8h3 g2h3 f8d6 f1g2 e8g8 h4h5 f6h5 f3f4 h5f4 g2f3 d8h4 e1f1 e5e4 f3h1 f4h3 g1h3 h4h3 f1f2 d6g3 f2g1 h3h2 g1f1 h2f2
31,mate,white, e2e4 c7c6 b1c3 d7d5 e4d5 c6d5 d2d4 g8f6 f1d3 b8c6 g1f3 e7e6 e1g1 f8d6 d1e2 e8g8 c1g5 d6e7 a1d1 a7a6 e2e3 h7h6 g5h6 g7h6 e3h6 c6b4 f3g5 f8e8 d3h7 g8h8 g5f7
57,mate,white, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 c5c4 d3c2 d8g5 d2f3 g5g2 e2g3 g2h3 f3g5 h3h4 d1f3 f7f6 g5e6 e8e7 g3f5 e7e6 f5h4 f6e5 f3f5 e6e7 c1g5 d7f6 d4e5 c8f5 h4f5 e7e6 e5f6 g7f6 g5f4 h8g8 e1e2 f8c5 a1d1 a8d8 f5h6 g8e8 c2f5 e6e7 e2f3 d5d4 h1g1 d4c3 g1g7 e7f8 g7f7
61,mate,white, e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 f1d3 c7c5 c2c3 b8c6 g1e2 d8b6 d2f3 c5d4 c3d4 f8b4 c1d2 b4d2 d1d2 e8g8 e1g1 f7f6 e2f4 f6e5 f4e6 f8e8 f3g5 e5e4 d2f4 e8e7 f4d6 e4d3 d6d5 b6b2 e6d8 g8f8 g5h7 f8e8 d5g8 d7f8 g8f8 e8d7 d8c6 b7c6 a1e1 e7e1 f1e1 c8a6 f8a8 d3d2 a8a7 d7d6 a7c5 d6c7 e1e7 c7d8 c5d6 d8c8 d6c7
50,mate,black, d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 e2e4 d5c3 b2c3 f8g7 g1f3 c7c5 f1b5 b8c6 b5c6 b7c6 c1e3 c5d4 c3d4 c6c5 e1g1 e8g8 a1c1 c5d4 f3d4 c8a6 f1e1 d8d6 c1c6 d6a3 d1b3 a3a5 e1c1 a8d8 d4f3 d8b8 b3d1 f8d8 d1c2 b8b2 c2c5 a5a4 c5e7 a4d1 c1d1 d8d1 f3e1 d1e1
39,mate,white, d2d4 e7e6 b1c3 f8b4 a2a3 b4c3 b2c3 g8f6 c3c4 b7b6 c1b2 c8b7 g1f3 e8g8 e2e3 c7c5 d4c5 b6c5 f1d3 d7d5 c4d5 e6d5 e1g1 b8c6 c2c4 d5d4 e3d4 c6d4 f3d4 c5d4 d1a4 b7e4 d3e4 f6e4 c4c5 e4c5 a4d4 c5b3 d4g7
175,mate,white, d2d4 g8f6 c2c4 d7d5 c4d5 d8d5 b1c3 d5d8 c1f4 e7e6 c3b5 f8d6 b5d6 c7d6 a1c1 e8g8 g1f3 b8c6 e2e3 d8a5 f3d2 f6e4 f1d3 e4d2 d1d2 a5d2 e1d2 e6e5 d4e5 d6e5 f4g3 f8d8 d2e2 c8e6 h1d1 c6b4 a2a3 b4d3 d1d3 a8c8 c1c8 d8c8 g3e5 e6c4 e2d2 c4d3 d2d3 c8d8 d3c3 g7g6 e5d4 a7a6 b2b4 b7b5 c3b3 d8c8 a3a4 f7f5 a4b5 a6b5 g2g3 h7h5 f2f4 c8e8 h2h4 e8c8 d4e5 c8c1 e5f6 c1g1 b3c3 g1g3 c3d4 g3g1 d4c5 g8f7 f6g5 g1e1 c5b5 e1e3 b5a6 e3e6 a6a5 e6e8 b4b5 e8a8 a5b4 f7e6 b5b6 a8a1 b4c5 a1b1 c5c6 b1c1 c6b7 e6d6 b7b8 d6c6 b8c8 c6b6 c8d7 b6c5 d7e6 c5d4 e6f6 c1c6 f6g7 d4e4 g7h6 e4d5 h6g7 c6e6 g7f7 d5d6 f7g7 d6d7 g7f7 e6c6 f7g7 d7e8 g7h6 e8f7 h6h7 f7f8 g5h6 f8f7 h6g5 c6c8 g5h6 c8d8 h6g5 f7e8 g5d8 e8d8 h7g6 d8e7 g6f5 e7f7 f5g5 f7e6 f4f5 e6f7 g5h5 f7f6 h5g4 f6g7 h4h5 g7h6 g4f4 h6h5 f4e5 h5h6 e5e6 h6g7 f5f6 g7f8 f6f7 f8g7 e6e7 g7g6 f7f8q g6g5 e7e6 g5g4 e6e5 g4g3 f8f1 g3g4 f1f4 g4h3 f4g5 h3h2 e5f4 h2h3 g5g3
27,mate,white, e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 d2d4 e5d4 d1d4 c8d7 b5c6 d7c6 b1c3 g8f6 c1g5 f8e7 e1c1 h7h6 g5h4 d8d7 h1e1 b7b6 e4e5 d6e5 d4e5 d7c8 e5e7
100,mate,black, d2d4 d7d5 c2c4 d5c4 e2e3 c8e6 b1c3 c7c6 g1f3 b7b5 a2a3 e6d7 f3e5 a7a6 e5d7 b8d7 d1f3 d8c7 e3e4 e7e5 d4e5 d7e5 f3g3 c7e7 c1g5 f7f6 g5f4 a8d8 f1e2 e5d3 e2d3 d8d3 f2f3 e7e6 e1g1 g8e7 f1d1 e7g6 d1d3 c4d3 f4e3 f8d6 f3f4 f6f5 e4e5 d6e7 a1d1 e6c4 e3c1 e7c5 g1h1 e8g8 g3d3 c4b3 d3d7 g6e7 d7e6 b3e6 d1g1 c5g1 h1g1 e7d5 c3d5 e6d5 c1e3 d5d1 g1f2 h7h6 f2g3 f8d8 h2h3 d8d3 g3f2 d1c2 f2f3 g7g5 f4g5 h6g5 g2g3 g5g4 h3g4 f5g4 f3f4 c2c4 f4f5 d3e3 f5f6 c4e4 f6g5 e4e5 g5g4 e3e4 g4h3 e5h5 h3g2 e4e2 g2g1 h5h2 g1f1 h2f2
73,mate,white, d2d4 f7f5 c2c4 g8f6 b1c3 e7e6 g1f3 f8b4 c1d2 b4c3 d2c3 e8g8 e2e3 b7b6 f1d3 d7d5 f3e5 f6e4 d3e4 f5e4 b2b3 d8f6 e1g1 b8d7 f2f4 f6f5 g2g4 f5f6 g4g5 f6f5 e5g4 c8a6 d1e2 d5c4 b3c4 a6c4 e2c4 f5g4 g1h1 c7c5 f4f5 g4g5 f5e6 d7f6 f1f4 f6d5 a1g1 g5h5 e6e7 f8f4 e3f4 g8h8 g1g5 h5f3 h1g1 f3d1 g1f2 e4e3 f2g3 d1g1 g3h4 g1g2 g5g2 d5f6 c4f7 a8g8 f7f8 h7h5 g2g7 g8f8 e7f8q f6g8 f8g8
32,mate,black, e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 d2d3 d7d6 h2h3 c8e6 c2c3 e6c4 d3c4 g8f6 c1g5 a7a6 b2b4 c5a7 a2a4 h7h6 g5h4 g7g5 h4g3 f6e4 e1g1 e4g3 f1e1 d8d7 f3h2 d7f5 d1d5 f5f2
108,mate,black, d2d4 g8f6 b1c3 e7e6 e2e4 d7d5 e4e5 f6d7 f2f4 c7c5 g1f3 c5d4 f3d4 b8c6 d4c6 b7c6 f1d3 d8h4 g2g3 h4h3 d1f3 f7f6 c1d2 f6e5 d3f1 h3f5 g3g4 f5c2 f4f5 e6f5 g4f5 d7f6 a1c1 c2b2 f1h3 f8b4 f3e3 f6e4 c3e4 d5e4 c1c6 b4d2 e3d2 b2d2 e1d2 e8g8 h1f1 g7g6 c6c7 c8f5 h3g2 a8d8 d2c1 e4e3 f1e1 d8d3 g2f1 d3a3 f1c4 g8h8 e1e3 a3e3 c1d2 e3h3 c7a7 h3h2 d2c3 f8c8 a7a4 f5e6 a2a3 e6c4 a4c4 c8c4 c3c4 h2a2 c4b4 a2a3 b4a3 h8g7 a3b3 g7f6 b3c3 f6f5 c3d3 f5f4 d3e2 e5e4 e2f2 h7h5 f2g2 g6g5 g2f2 e4e3 f2g2 g5g4 g2f1 f4f3 f1g1 e3e2 g1h2 h5h4 h2g1 e2e1q g1h2 e1e2 h2h1 e2g2
90,draw,draw, d2d4 d7d5 c2c4 d5c4 e2e3 b7b5 a2a4 c8d7 a4b5 d7b5 b1a3 c7c6 a3b5 c6b5 d1f3 b8d7 g2g3 g8f6 f1g2 d7b6 a1a6 e7e6 a6b6 f6d5 b6b5 a8c8 c1d2 c4c3 b2c3 d5c3 d2c3 c8c3 g1e2 c3c7 e1g1 f8e7 b5b7 e8g8 b7c7 d8c7 f1c1 c7a5 f3b7 e7a3 c1a1 a5d2 a1a3 d2e2 a3a7 h7h6 a7a8 f8a8 b7a8 g8h7 a8e4 g7g6 e4b7 h7g7 b7e4 h6h5 e4e5 g7g8 e5f6 e2d1 g2f1 d1g4 h2h4 g4d1 g1g2 d1g4 f1d3 g4d1 d3b5 d1g4 b5e8 g4e4 g2h2 e4b7 f6d8 g8g7 d8d7 b7f3 e8f7 f3f2 h2h3 f2f1 h3h2 f1f2 h2h3 f2f1
139,mate,white, b2b3 e7e5 c1b2 b8c6 g2g3 g8f6 g1f3 d7d6 d2d4 e5d4 f3d4 c6d4 d1d4 c7c5 d4e3 c8e6 f1g2 a8b8 b1a3 f6g4 e3e4 d8d7 h2h3 f7f5 e4a4 b7b5 a4a5 g4f6 e1c1 b5b4 a3c4 e6c4 b3c4 f8e7 a5a6 e8g8 g2c6 d7c7 c6d5 f6d5 c4d5 b8b6 a6d3 c5c4 d3d4 e7f6 d4e3 c4c3 b2a1 b6a6 c1b1 a6a3 e3f4 c7a5 f4c4 a5c5 c4c5 d6c5 d5d6 a7a5 d6d7 a5a4 d1d6 f6e7 d6c6 f5f4 h1d1 f4g3 f2g3 e7g5 c6c8 g5d8 c8c5 b4b3 c5c3 b3c2 b1c2 a3a2 a1b2 f8f2 d1d2 g8f7 c2b1 a4a3 b1a2 a3b2 a2b2 f2f6 e2e4 f7e7 e4e5 f6f8 c3e3 e7e6 d2d6 e6e7 b2c3 d8a5 c3c4 a5c7 d6d5 f8d8 e5e6 d8a8 c4b5 a8a5 b5c6 a5d5 c6d5 c7d8 e3f3 d8c7 d5c6 c7a5 f3f7 e7e6 f7g7 h7h5 g7h7 e6f5 h7h5 f5g6 h5a5 g6f6 d7d8q f6e6 a5d5 e6f7 d8d6 f7g7 d5f5 g7h7 d6e7 h7g6 e7f6 g6h7 f5h5 h7g8 h5h8
79,draw,draw, e2e4 e7e5 f1c4 f8c5 g1f3 f7f5 e4f5 b8c6 d2d4 e5d4 f3g5 d8e7 e1f1 d7d5 d1h5 e8f8 g5h7 h8h7 h5h7 d5c4 c1f4 e7e4 h7h4 c8f5 b1d2 e4c2 g2g3 c2b2 f1g2 c5d6 f4d6 c7d6 h4f4 c6e7 d2c4 b2b5 h1c1 b5d5 g2g1 a8c8 c4d6 c8c1 a1c1 d4d3 d6f5 d5f5 f4b8 f8f7 b8b7 g8f6 b7a7 f6d5 a7d4 f5f3 a2a4 f3e2 c1c5 d3d2 c5d5 e7d5 d4d5 f7g6 d5c6 g6h7 c6c2 h7g8 c2c8 g8h7 c8f5 g7g6 f5f7 h7h6 f7f8 h6h7 f8f7 h7h8 f7f8 h8h7 f8f7
42,mate,black, e2e4 e7e5 f1c4 c7c6 g1f3 d7d6 d2d4 f7f6 f3h4 g8e7 d4e5 f6e5 c1g5 g7g6 d1f3 d6d5 e4d5 c6d5 c4b5 b8c6 e1g1 e5e4 f3f6 c8f5 h4f5 e7f5 b5c6 b7c6 f6h8 d8g5 h8e5 f8e7 f2f4 g5g4 e5h8 e7f8 h8h7 f5e3 f1f2 g4d1 f2f1 d1f1
54,mate,black, e2e4 e7e5 f1c4 g8f6 b1c3 f8b4 d2d3 d7d5 e4d5 f6d5 d1f3 b4c3 b2c3 c8e6 c4d5 e6d5 f3g3 e8g8 c1h6 d8f6 h6g5 f6g6 g3e5 d5g2 e1c1 g2h1 g1h3 h1f3 h3f4 g6c6 d1g1 f7f6 g5f6 c6f6 e5f6 f8f6 f4h3 b8c6 g1g3 c6e5 h3g5 f3h5 g5e4 f6f7 d3d4 e5c4 d4d5 a8e8 e4f6 f7f6 g3e3 e8e3 f2e3 f6f1
43,mate,white, e2e4 g7g6 d2d4 f8g7 f1c4 e7e6 b1c3 b8c6 d4d5 e6d5 e4d5 c6e5 d1e2 g8e7 c4b3 e8g8 f2f4 f8e8 g1f3 e5f3 e2f3 e7d5 e1f2 g7d4 f2g3 d5f6 h1d1 f6h5 g3h3 d7d5 g2g4 d8f6 c3d5 h5f4 c1f4 f6g7 d5c7 h7h5 h3g3 h5g4 f3d5 g7h8 d5f7
78,draw,draw, e2e4 e7e5 g1f3 b8c6 f1b5 d7d6 d2d4 e5d4 f3d4 c8d7 b1c3 g8f6 c1g5 f8e7 e1g1 e8g8 d4c6 b7c6 b5a6 h7h6 g5h4 f6g4 h4e7 d8e7 h2h3 g4e5 f2f4 e5g6 d1e2 e7h4 f4f5 g6e5 f1f2 g7g6 a1f1 h4g5 a6d3 c6c5 c3d5 c7c6 d5f4 a7a5 f5g6 f7g6 d3c4 g8g7 c4e6 a8e8 e6d7 e5d7 f4d3 d7e5 d3e5 g5e5 f2f8 e8f8 f1f8 g7f8 e2f1 f8e7 f1a6 e5e4 c2c3 e4b1 g1h2 b1b2 a6a5 b2d2 a2a4 d2f4 h2g1 f4e3 g1h2 e3f4 h2h1 f4f1 h1h2 f1f4
57,mate,white, e2e3 e7e5 d2d4 e5d4 e3d4 d7d5 c2c3 g8f6 h2h3 f8d6 g1f3 b8c6 f1b5 e8g8 c1e3 c6e7 b1d2 c7c6 b5e2 e7f5 e3g5 d6e7 d1c2 f5d6 e2d3 g7g6 g5f6 e7f6 e1c1 b7b5 a2a3 d6c4 h3h4 a7a5 h4h5 a5a4 h5g6 f7g6 h1h7 g8h7 d3g6 h7g7 d1h1 c4d2 h1h7 g7g8 c2d2 c8g4 c1b1 g4f3 d2h6 f3e4 g6e4 d5e4 h6g6 f6g7 g6g7
90,mate,black, e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 g1f3 f8g7 c1g5 b7b6 e4e5 d6e5 d4e5 f6d7 f1c4 e8g8 e5e6 f7e6 c4e6 g8h8 d1d2 d7c5 d2d8 f8d8 e6c8 d8c8 g5e7 c8e8 c3d5 c7c6 e1g1 c6d5 f1e1 b8c6 e7c5 e8e1 a1e1 b6c5 f3g5 c6e5 f2f4 e5d7 g5f7 h8g8 f7e5 d7e5 f4e5 a8e8 e1d1 e8e5 b2b3 a7a5 a2a4 g8f7 g1f2 f7e6 f2f3 h7h5 h2h3 g6g5 g2g4 h5g4 h3g4 e6d6 c2c4 d5d4 d1d3 g7f6 f3g3 e5e3 d3e3 d4e3 g3f3 f6d4 f3e2 d6e5 e2d3 e5f4 d3e2 f4g4 e2f1 g4f3 f1e1 g5g4 e1f1 g4g3 f1g1 e3e2 g1h1 e2e1q
84,draw,draw, e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3 b8c6 f1d3 c8g4 c2c3 g8f6 c1e3 g7g6 h2h3 g4f3 d1f3 f8g7 b1d2 e8g8 e1g1 c6e7 e3g5 e7f5 d3f5 g6f5 f3f5 d8d6 d2f3 f6e4 g5f4 d6f6 f5f6 g7f6 f4e5 f6e5 f3e5 f7f6 e5g4 h7h5 g4h6 g8h7 h6f5 h7g6 f5h4 g6g5 h4f3 g5f4 f3h4 f8g8 g2g3 f4g5 f2f4 g5h6 h4f5 h6h7 f1f3 h7g6 f5e7 g6f7 e7g8 a8g8 b2b4 e4g3 g1f2 g3e4 f2e2 g8g2 e2e3 e4c3 f4f5 a7a6 a2a3 c7c6 a1e1 g2a2 e3f4 c3e2 f4e3 e2c3 e3f4 c3e2 f4e3 e2c3
47,mate,white, e2e4 e7e5 f1c4 b8c6 g1f3 h7h6 b1c3 a7a6 d2d3 g8e7 c3d5 e7d5 e4d5 c6a5 f3e5 a5c4 d3c4 d8e7 e1g1 d7d6 e5d3 e7f6 d1e2 e8d8 f1e1 c8d7 c4c5 d8c8 b2b4 c8b8 c1b2 b8a7 b2f6 g7f6 c5d6 f8d6 d3c5 d7b5 e2f3 d6e5 a2a4 b5e8 b4b5 a6a5 d5d6 e5a1 f3b7
56,draw,draw, e2e4 e7e5 f2f4 e5f4 g1f3 g8f6 f1c4 f8c5 f3g5 e8g8 d2d4 c5b6 e4e5 d7d5 c4d3 f6g4 c1f4 f7f6 g5h7 f8f7 h2h3 f6e5 f4e5 g4e5 d4e5 b6f2 e1d2 d5d4 h1f1 f2e3 d2e2 d8h4 f1f7 g8f7 d1f1 f7e7 f1f8 e7d7 d3f5 d7c6 f8c8 h4f2 e2d3 f2f1 d3e4 f1g2 e4d3 g2f1 d3e4 f1f4 e4d3 f4f1 d3e4 f1g2 e4d3 g2f1
31,mate,white, e2e4 e7e5 d2d4 e5d4 c2c3 d4c3 f1c4 c3b2 c4f7 e8f7 d1b3 f7e8 c1b2 d7d6 b1c3 g8f6 e1c1 f8e7 g1f3 b8c6 e4e5 f6d7 e5d6 c7d6 h1e1 d8b6 c3b5 c6a5 b5d6 e8f8 b3f7
59,mate,white, e2e4 c7c6 d2d4 d8c7 g1f3 g8f6 e4e5 f6d5 c2c4 d5b4 a2a3 b4a6 b1c3 b7b6 f1d3 d7d6 c1f4 b8d7 e5d6 e7d6 e1g1 f8e7 d1e2 d7f6 f4g5 e8g8 c4c5 a6b8 c3e4 d6c5 g5f6 e7f6 e4f6 g7f6 d4c5 b6b5 f3h4 c7f4 g2g3 f4g5 h4f3 g5g7 f3d4 c8h3 f1d1 a7a5 e2h5 h3e6 d4f5 e6f5 d3f5 b8a6 h2h4 a6c5 d1d4 c5b3 d4g4 g7g4 h5h7
52,mate,black, e2e4 e7e5 f1c4 f8c5 g1f3 b8c6 b1c3 g8f6 d2d3 e8g8 c1e3 c5e3 f2e3 h7h6 e1g1 d7d6 c3d5 c6a5 d5f6 d8f6 b2b4 a5c4 d3c4 c8e6 d1d3 f6e7 c4c5 d6c5 f3e5 c5b4 a2a3 f8d8 d3b5 e7g5 f1f3 c7c6 b5c5 b7b6 c5c6 g5e5 a1f1 b4a3 c6b7 e6c4 f3f5 e5c3 f5f7 a3a2 f1f3 a2a1q g1f2 a1e1
47,mate,white, e2e4 e7e5 f1c4 g8f6 b1c3 b8c6 g1f3 f8c5 d2d3 d7d6 c1g5 c8g4 h2h3 g4h5 c3d5 h7h6 d5f6 g7f6 g5e3 c6d4 g2g4 d4f3 d1f3 h5g6 h3h4 d8d7 h4h5 g6h7 f3f6 c5b4 c2c3 b4c5 f6h8 e8e7 h8a8 c5e3 f2e3 d7g4 h1f1 g4g3 e1e2 g3g2 f1f2 g2g4 e2d2 g4g3 f2f7
56,mate,black, e2e4 c7c5 f1c4 a7a6 g1f3 e7e6 d2d4 c5d4 f3d4 b7b5 c4b3 c8b7 d1d3 g8f6 f2f3 d7d6 c1g5 f8e7 b1d2 b8d7 e1g1 d7c5 d3c3 a8c8 c3e3 f6d7 g5e7 d8e7 c2c3 e8g8 b3c2 e6e5 d4f5 e7f6 b2b4 c5a4 f3f4 c8c3 e3a7 f8b8 c2a4 b5a4 a1c1 e5f4 c1c3 f6c3 f5d6 c3d2 d6b7 d2b4 b7c5 d7c5 f1f4 b4d4 f4f2 b8b1
48,mate,black, e2e4 e7e5 g1f3 b8c6 b1c3 f8c5 a2a3 g8f6 b2b4 c5d4 c1b2 d4c3 d2c3 d7d6 d1d3 e8g8 f1e2 c8g4 h2h3 g4h5 c3c4 c6e7 e1g1 e7g6 g2g4 g6f4 d3e3 f4h3 g1h2 h5g4 f3h4 g4e2 e3e2 h3f4 a1d1 f6e4 e2g4 f7f5 h4f5 f8f5 b2e5 f5h5 h2g1 h5g5 g4g5 d8g5 g1h1 g5g2
72,mate,black, e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 h2h4 e7e5 d4b3 c8e6 f2f3 f6h5 c1e3 h5g3 h1h2 f8e7 h4h5 b8d7 e3f2 g3f1 e1f1 h7h6 f1g1 a8c8 c3d5 e6d5 d1d5 c8c2 d5b7 e8g8 b7a6 d8a8 a6d3 c2b2 a2a4 f8b8 b3d2 d6d5 e4d5 d7c5 f2c5 e7c5 g1h1 c5d4 h2h4 b2d2 d3d2 d4a1 h4g4 a8a6 d5d6 a1d4 d2h6 a6f1 h1h2 f1g1 h2h3 g1h1 h3g3 d4f2 g3f2 b8b2 f2e3 h1e1 e3d3 e1e2 d3c3 e2c2
77,mate,white, e2e4 e7e5 g1f3 b8c6 f1c4 f8e7 d2d4 d7d6 b1c3 g8f6 h2h3 e8g8 c1e3 f6d7 d1d2 g8h8 e1c1 c6a5 c4e2 e7f6 g2g4 e5d4 f3d4 d7e5 b2b3 c7c5 d4f5 c8f5 e4f5 d8b6 c3d5 b6c6 d5f6 g7f6 f2f4 c5c4 d2a5 c4b3 a2b3 f8c8 d1d2 c6h1 c1b2 b7b6 a5b5 a7a6 b5a4 b6b5 a4d4 e5c4 b3c4 b5c4 d4f6 h8g8 e2c4 c8c4 f6g5 g8f8 g5h6 f8e8 h6d6 h1b7 b2c1 b7e7 d6d5 a8c8 e3d4 e7e1 c1b2 e1d2 d5e5 e8d7 e5d5 d7e7 d4f6 e7f6 d5e5
185,draw,draw, e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 b8c6 f1b5 c8d7 e1g1 g7g6 d4c6 b7c6 b5d3 f8g7 c3e2 d6d5 e4d5 c6d5 c2c4 e8g8 c4d5 f6d5 d3g6 h7g6 d1d5 d8c7 c1f4 d7e6 d5e6 c7f4 e2f4 f7e6 f4e6 f8b8 e6g7 g8g7 f1e1 g7f6 b2b3 a7a5 e1e4 a5a4 b3a4 a8a7 a1e1 b8b2 a2a3 b2b3 g2g3 b3a3 e4e6 f6f7 g1g2 a3a4 h2h4 a4a6 e6a6 a7a6 g2f3 f7f6 f3g4 a6a4 f2f4 e7e6 e1e3 a4b4 e3d3 b4a4 d3d8 a4a5 d8f8 f6g7 f8e8 g7f7 e8c8 f7f6 c8c3 a5b5 c3e3 b5a5 g4h3 a5f5 e3e4 f5b5 h3g2 b5h5 g2f3 h5a5 g3g4 a5a3 e4e3 a3a4 g4g5 f6f7 f3g4 a4b4 e3e5 b4b1 e5c5 b1g1 g4f3 g1h1 f3g3 h1g1 g3f3 g1h1 c5c7 f7f8 f3e4 h1h4 e4e5 h4g4 c7c6 f8f7 c6e6 g4f4 e6c6 f4f5 e5e4 f5g5 e4f4 g5f5 f4g4 f5a5 c6c7 f7f6 c7c6 f6g7 c6c7 g7h6 c7c6 a5g5 g4h4 g5h5 h4g4 h5a5 c6c7 a5a4 g4g3 g6g5 c7c8 h6g6 c8g8 g6f5 g8f8 f5g6 f8g8 g6f6 g8f8 f6g7 f8f5 g7g6 f5f8 a4a5 f8g8 g6h5 g8h8 h5g6 h8g8 g6f7 g8c8 a5a3 g3g4 a3a5 c8c7 f7f6 c7c6 f6f7 c6c7 f7g6 c7c6 g6g7 c6c7 g7h6 c7c6 h6h7 c6c7 h7g8 c7c8 g8f7 c8c7
